Wall time,Step,Value
1528069666.954754,654376,-3.8340952396392822
1528069719.458358,656460,-3.8537113666534424
1528069772.121791,658544,-3.8256189823150635
1528069824.058266,660628,-3.8342084884643555
1528069875.633609,662712,-3.858696460723877
1528069927.251139,664796,-3.8527941703796387
1528070066.953073,666880,-3.8455803394317627
1528070118.849682,668964,-3.860081672668457
1528070171.168475,671048,-3.837601900100708
1528070222.838502,673132,-3.851433277130127
1528070275.03495,675216,-3.8557651042938232
1528070326.697313,677300,-3.857177257537842
1528070378.732827,679384,-3.8529717922210693
1528070430.961137,681468,-3.883145332336426
1528070482.68782,683552,-3.8866727352142334
1528070534.447794,685636,-3.8926901817321777
1528070586.451242,687720,-3.8821587562561035
1528070638.277827,689804,-3.8764853477478027
1528070689.934563,691888,-3.8609070777893066
1528070741.356967,693972,-3.8488173484802246
1528070793.727473,696056,-3.859102249145508
1528070845.641472,698140,-3.870131254196167
1528070897.411075,700224,-3.8420586585998535
1528070951.066019,702308,-3.8562140464782715
1528071003.48773,704392,-3.8707799911499023
1528071055.747909,706476,-3.8922789096832275
1528071194.695676,708560,-3.900625705718994
1528071246.484733,710644,-3.8982057571411133
1528071298.605779,712728,-3.887521743774414
1528071350.177902,714812,-3.8926706314086914
1528071401.720688,716896,-3.904906988143921
1528071453.929283,718980,-3.907583236694336
1528071506.045976,721064,-3.9179012775421143
1528071558.254576,723148,-3.9272937774658203
1528071609.788949,725232,-3.9324469566345215
1528071661.051544,727316,-3.930643081665039
1528071713.03508,729400,-3.910339832305908
1528071765.786218,731484,-3.8839833736419678
1528071817.412175,733568,-3.9169161319732666
1528071870.410094,735652,-3.8948450088500977
1528071922.345851,737736,-3.935929775238037
1528071974.243698,739820,-3.9368207454681396
1528072026.193231,741904,-3.936030149459839
1528072078.500503,743988,-3.928992509841919
1528072130.749811,746072,-3.907602310180664
1528072182.605179,748156,-3.941275119781494
1528072321.783485,750240,-3.9306187629699707
1528072373.656321,752324,-3.9316375255584717
1528072425.605063,754408,-3.9363231658935547
1528072477.982765,756492,-3.951124668121338
1528072529.791257,758576,-3.935832977294922
1528072581.576589,760660,-3.9557485580444336
1528072633.094853,762744,-3.9413697719573975
1528072684.774677,764828,-3.9326422214508057
1528072736.970721,766912,-3.954638957977295
1528072789.665588,768996,-3.9734597206115723
1528072841.026258,771080,-3.9409215450286865
1528072893.34077,773164,-3.9243521690368652
1528072945.132839,775248,-3.9360547065734863
1528072996.644873,777332,-3.957202434539795
1528073048.644539,779416,-3.9259235858917236
1528073100.850501,781500,-3.9442789554595947
1528073154.902002,783584,-3.947474479675293
1528073207.0733,785668,-3.9606428146362305
1528073259.5361,787752,-3.976386547088623
1528073311.82663,789836,-3.9555251598358154
1528073458.294665,791920,-3.977407217025757
1528073510.143751,794004,-3.966651201248169
1528073561.645492,796088,-3.956002712249756
1528073613.722741,798172,-3.9239723682403564
1528073665.656088,800256,-3.9451301097869873
1528073721.130551,802340,-3.9448225498199463
1528073781.128125,804424,-3.9707143306732178
1528073841.429655,806508,-3.98695707321167
1528073896.331632,808592,-3.9601354598999023
1528073952.067068,810676,-3.932677984237671
1528074006.829248,812760,-3.950989246368408
1528074061.880511,814844,-3.9902145862579346
1528074116.847201,816928,-4.0016608238220215
1528074172.145368,819012,-3.981250524520874
1528074227.400907,821096,-3.9930906295776367
1528074283.107264,823180,-3.972622871398926
1528074338.855813,825264,-3.9808099269866943
1528074394.163528,827348,-3.991694688796997
1528074447.161557,829432,-4.0034074783325195
1528074501.102944,831516,-4.009449481964111
1528074640.813829,833600,-4.008816242218018
1528074693.293646,835684,-4.0031962394714355
1528074745.172053,837768,-4.007032871246338
1528074797.098028,839852,-4.007233619689941
1528074849.456826,841936,-4.004096984863281
1528074901.263804,844020,-4.03584623336792
1528074953.009586,846104,-4.0096025466918945
1528075004.89123,848188,-4.013355255126953
1528075057.297174,850272,-4.016758441925049
1528075109.647573,852356,-4.036573886871338
1528075161.500185,854440,-4.00566291809082
1528075213.342193,856524,-4.040316104888916
1528075264.833108,858608,-4.018762588500977
1528075316.426573,860692,-4.023606777191162
1528075368.378653,862776,-4.0320916175842285
1528075420.481098,864860,-4.0391764640808105
1528075473.406205,866944,-4.019817352294922
1528075525.075678,869028,-4.04237699508667
1528075577.208745,871112,-3.99595046043396
1528075629.081496,873196,-4.010096549987793
1528075770.021184,875280,-4.018747329711914
1528075821.572866,877364,-4.028809070587158
1528075873.344535,879448,-4.01625394821167
1528075925.110672,881532,-4.039310932159424
1528075976.998728,883616,-4.003358364105225
1528076029.15841,885700,-4.024897575378418
1528076081.365071,887784,-4.054194927215576
1528076133.701857,889868,-4.046906471252441
1528076185.370758,891952,-4.052134990692139
1528076237.465592,894036,-4.036434650421143
1528076289.703557,896120,-4.020911693572998
1528076341.734658,898204,-4.041304588317871
1528076394.830531,900288,-4.0290846824646
1528076448.294405,902372,-4.051416397094727
1528076501.853371,904456,-4.049025058746338
1528076554.624463,906540,-4.038335800170898
1528076606.378122,908624,-4.047860622406006
1528076658.546916,910708,-4.032728672027588
1528076711.521617,912792,-4.067959785461426
1528076764.911887,914876,-4.028541564941406
1528076904.326312,916960,-4.046299457550049
1528076957.302721,919044,-4.047302722930908
1528077009.945467,921128,-4.045952320098877
1528077061.91362,923212,-4.054701328277588
1528077113.597063,925296,-4.0673136711120605
1528077165.405021,927380,-4.045435428619385
1528077217.705113,929464,-4.032390594482422
1528077270.712026,931548,-4.0678486824035645
1528077322.927435,933632,-4.061568260192871
1528077374.576775,935716,-4.03372859954834
1528077427.182926,937800,-4.01954984664917
1528077479.087214,939884,-4.037099361419678
1528077531.283359,941968,-4.074743270874023
1528077583.576727,944052,-4.078008651733398
1528077636.092211,946136,-4.078927516937256
1528077688.12452,948220,-4.061985969543457
1528077740.611809,950304,-4.076840877532959
1528077792.906609,952388,-4.0760722160339355
1528077845.140532,954472,-4.0488505363464355
1528077897.608495,956556,-4.0662031173706055
1528078036.353294,958640,-4.044764041900635
1528078087.938829,960724,-4.05427885055542
1528078140.934803,962808,-4.10589599609375
1528078193.05467,964892,-4.063249588012695
1528078244.608738,966976,-4.074934005737305
1528078297.014156,969060,-4.079936981201172
1528078348.797542,971144,-4.089818000793457
1528078401.055466,973228,-4.081233501434326
1528078453.500491,975312,-4.0648369789123535
1528078505.716786,977396,-4.09909200668335
1528078557.182351,979480,-4.059826374053955
1528078609.079338,981564,-4.0750532150268555
1528078661.521801,983648,-4.105753421783447
1528078713.724741,985732,-4.087495803833008
1528078765.671104,987816,-4.093846321105957
1528078817.362392,989900,-4.105653762817383
1528078869.005459,991984,-4.102049827575684
1528078921.164886,994068,-4.101431369781494
1528078972.755928,996152,-4.077807426452637
1528079025.058454,998236,-4.098697662353516
1528079164.444213,1000320,-4.105498313903809
